group_id,state,group_type,num_members,group_age_months,avg_member_age,literacy_rate_pct,avg_monthly_saving_per_member,total_savings_balance,savings_regularity_pct,meeting_attendance_pct,bank_linkage_duration_months,sb_account_active,num_previous_loans,previous_loan_repayment_ontime_pct,num_defaulters_in_group,current_outstanding_loan_amount,purpose_of_loan,requested_loan_amount,group_cohesion_score,internal_lending_active,eligible_for_loan
SHG22095,Karnataka,Women SHG,9,30,37.7,71.9,79.82,1388.14,80.4,80.3,19,Yes,0,,0,0.0,Small Business,35000.0,4.1,Yes,1
SHG22096,Odisha,Women SHG,8,7,31.3,71.0,50.91,153.75,75.1,86.1,4,Yes,1,38.8,0,28734.98,Small Business,27100.0,10.0,Yes,0
SHG22097,Telangana,Women SHG,9,24,44.2,43.2,78.08,845.56,77.4,92.6,21,Yes,2,89.0,1,25324.58,Home Improvement,27600.0,7.6,Yes,1
SHG22098,Maharashtra,Women SHG,15,27,39.0,46.2,95.41,2794.82,77.2,90.8,14,Yes,2,88.6,0,6894.59,Small Business,17100.0,8.2,Yes,1
SHG22099,Telangana,Women SHG,11,5,29.5,60.2,74.68,217.4,70.9,59.2,4,Yes,0,,0,0.0,Emergency/Consumption,7900.0,6.0,Yes,0
SHG22100,West Bengal,Mixed SHG,12,47,38.0,73.7,66.41,2497.76,62.8,79.7,42,Yes,1,73.8,0,9105.69,Agriculture,57400.0,7.2,No,1
SHG22101,Karnataka,Mixed SHG,20,69,49.5,42.2,168.19,15305.16,94.9,60.4,54,Yes,2,45.0,1,18563.36,Agriculture,82900.0,8.8,No,0
SHG22102,West Bengal,Mixed SHG,11,38,30.9,96.1,83.29,2856.89,85.8,58.3,19,Yes,2,75.3,0,55455.43,Emergency/Consumption,21800.0,5.7,No,1
SHG22103,Telangana,Mixed SHG,8,49,25.9,70.4,136.56,4312.56,78.9,76.2,40,Yes,2,60.2,0,28751.78,Livestock,14800.0,6.1,Yes,1
SHG22104,Tamil Nadu,Farmer Producer Group,15,39,56.5,54.5,61.74,1916.59,60.7,90.1,26,Yes,0,,0,0.0,Agriculture,64400.0,7.2,Yes,0
SHG22105,Uttar Pradesh,Women SHG,18,11,53.6,66.2,87.44,1414.6,60.9,63.6,8,Yes,2,92.3,3,14531.03,Agriculture,47900.0,6.9,Yes,1
SHG22106,Tamil Nadu,Mixed SHG,13,18,38.9,71.1,54.89,919.81,86.3,84.5,9,Yes,1,63.8,1,6674.92,Emergency/Consumption,20400.0,7.1,Yes,1
SHG22107,Telangana,Women SHG,13,24,46.4,50.5,316.67,5892.14,25.6,71.8,20,Yes,3,89.7,0,11504.37,Small Business,5000.0,6.2,Yes,1
SHG22108,Uttar Pradesh,Farmer Producer Group,13,19,22.1,68.3,59.2,1141.28,65.5,79.7,12,Yes,0,,0,0.0,Home Improvement,96700.0,7.3,Yes,1
SHG22109,Maharashtra,Women SHG,15,63,45.5,47.4,24.29,1443.96,65.0,92.2,35,Yes,3,79.8,0,9023.8,Agriculture,47200.0,5.7,No,1
SHG22110,Maharashtra,Women SHG,18,22,53.9,54.9,68.26,1507.42,56.9,88.6,13,Yes,1,82.7,1,17524.22,Home Improvement,53700.0,8.4,Yes,1
SHG22111,Karnataka,Women SHG,10,16,26.9,60.8,70.03,622.95,61.7,95.3,9,No,0,,0,0.0,Home Improvement,15800.0,7.9,Yes,1
SHG22112,Tamil Nadu,Women SHG,13,6,40.2,49.9,37.34,221.15,77.9,92.3,3,Yes,1,78.6,1,10568.82,Home Improvement,25600.0,7.8,Yes,1
SHG22113,Uttar Pradesh,Women SHG,9,54,36.1,70.1,48.51,1179.83,73.3,39.6,49,Yes,4,91.2,1,5548.35,Livestock,27300.0,3.6,Yes,0
SHG22114,Odisha,Women SHG,17,55,22.6,54.0,368.24,25406.89,91.4,34.2,51,Yes,2,97.1,0,25302.85,Home Improvement,18800.0,8.1,No,1
SHG22115,Odisha,Women SHG,10,14,37.2,75.1,276.85,2177.43,85.6,51.7,7,Yes,1,59.2,0,38734.85,Agriculture,21000.0,8.8,Yes,0
SHG22116,Kerala,Women SHG,14,36,36.6,55.2,212.82,7419.22,55.4,89.8,22,Yes,1,78.7,0,6264.81,Emergency/Consumption,10900.0,4.3,Yes,1
SHG22117,Karnataka,Women SHG,8,45,38.3,62.6,96.43,2207.11,87.7,89.0,40,No,0,,0,0.0,Small Business,68200.0,7.5,Yes,0
SHG22118,Andhra Pradesh,Women SHG,17,90,20.8,75.3,99.1,10987.33,85.2,96.2,61,No,1,49.1,0,18811.07,Education,5000.0,6.0,Yes,1
SHG22119,Andhra Pradesh,Women SHG,10,13,40.4,61.9,156.9,1698.44,73.2,68.0,11,No,2,84.9,0,24202.35,Agriculture,92000.0,7.0,Yes,0
SHG22120,Bihar,Women SHG,15,28,38.8,58.5,35.29,873.9,87.0,74.7,14,No,1,91.0,0,2478.23,Livestock,9000.0,7.4,Yes,1
SHG22121,Telangana,Women SHG,13,59,40.6,64.6,316.13,15952.34,80.9,95.7,36,Yes,1,33.8,1,8810.9,Livestock,95900.0,8.6,Yes,1
SHG22122,Uttar Pradesh,Women SHG,14,30,37.8,88.1,224.47,6856.92,55.8,66.8,20,Yes,3,87.8,0,13219.44,Small Business,16900.0,6.6,No,1
SHG22123,Odisha,Mixed SHG,12,17,43.5,55.2,84.71,1010.8,88.5,75.4,12,Yes,1,75.1,0,37261.66,Education,20800.0,4.6,No,0
SHG22124,Maharashtra,Women SHG,14,44,45.9,24.6,238.21,9566.92,38.8,76.6,36,Yes,1,76.6,0,23031.44,Small Business,19100.0,8.2,Yes,1
SHG22125,Uttar Pradesh,Mixed SHG,20,18,46.0,30.7,153.25,4471.06,71.3,93.0,14,Yes,1,49.9,0,20036.09,Small Business,34800.0,6.9,Yes,1
SHG22126,Maharashtra,Women SHG,11,39,42.0,88.6,87.77,2740.89,73.9,32.8,22,Yes,1,79.1,0,12844.22,Small Business,12900.0,6.4,No,1
SHG22127,Tamil Nadu,Women SHG,12,20,38.1,89.0,38.91,734.04,72.8,68.9,14,Yes,1,78.6,0,21009.52,Livestock,49900.0,6.6,No,0
SHG22128,West Bengal,Women SHG,13,38,37.3,74.5,113.01,3233.22,77.7,90.4,28,Yes,1,63.1,0,12467.87,Small Business,46300.0,7.2,No,0
SHG22129,Maharashtra,Women SHG,14,5,36.5,80.5,95.93,552.55,90.4,85.6,5,Yes,0,,0,0.0,Agriculture,20300.0,9.1,Yes,0
SHG22130,Andhra Pradesh,Women SHG,10,28,28.1,78.9,32.56,527.64,60.5,69.5,22,Yes,1,85.8,2,26763.29,Small Business,36700.0,5.7,Yes,0
SHG22131,Odisha,Mixed SHG,17,36,33.1,43.9,68.6,2163.43,70.4,70.8,24,No,0,,0,0.0,Education,50400.0,6.5,Yes,1
SHG22132,West Bengal,Women SHG,20,17,34.8,74.1,90.09,2442.69,72.4,50.1,12,Yes,2,83.8,1,13718.88,Livestock,97300.0,7.2,No,1
SHG22133,Bihar,Women SHG,17,23,37.2,38.3,75.67,2428.23,73.5,84.0,17,Yes,1,88.8,1,12830.05,Agriculture,18500.0,6.6,No,0
SHG22134,West Bengal,Women SHG,20,29,50.4,50.8,301.5,10943.69,97.6,68.9,24,Yes,3,94.7,1,10010.68,Small Business,24100.0,8.1,No,1
SHG22135,Karnataka,Women SHG,17,16,43.8,60.4,23.28,461.32,62.4,81.5,14,Yes,1,55.1,0,22239.59,Emergency/Consumption,17900.0,5.3,Yes,1
SHG22136,Odisha,Women SHG,13,38,21.8,72.1,77.82,1987.63,56.4,91.0,35,No,2,86.8,0,12930.84,Small Business,5300.0,5.8,No,1
SHG22137,Maharashtra,Women SHG,14,18,30.1,67.2,142.15,2706.85,53.0,90.9,12,Yes,1,81.7,0,6632.96,Home Improvement,33500.0,7.8,No,1
SHG22138,Kerala,Women SHG,16,33,35.5,61.0,227.02,9905.28,63.0,90.9,27,Yes,1,64.5,0,5119.45,Livestock,13300.0,6.6,No,1
SHG22139,Karnataka,Farmer Producer Group,15,56,29.0,63.5,157.41,8456.15,63.1,64.6,33,No,0,,0,0.0,Livestock,33100.0,8.1,No,0
SHG22140,Kerala,Women SHG,14,20,33.8,69.5,28.77,629.61,86.6,74.9,12,Yes,2,74.2,1,34669.01,Education,36000.0,9.4,No,1
SHG22141,Telangana,Women SHG,9,48,38.8,70.4,68.78,2075.07,80.6,81.6,30,Yes,0,,0,0.0,Agriculture,21700.0,8.4,No,1
SHG22142,Andhra Pradesh,Women SHG,9,62,33.9,60.1,200.38,6447.28,69.5,94.9,56,Yes,2,96.7,0,2590.85,Agriculture,45900.0,6.7,No,1
SHG22143,Uttar Pradesh,Farmer Producer Group,14,51,48.8,31.4,36.36,1697.98,88.7,80.1,44,Yes,4,83.5,0,11937.34,Agriculture,7700.0,6.5,Yes,1
SHG22144,Telangana,Women SHG,14,56,59.9,52.5,20.0,962.0,67.9,47.7,50,No,1,85.6,0,7051.71,Emergency/Consumption,33000.0,7.0,Yes,1
SHG22145,Andhra Pradesh,Farmer Producer Group,16,19,34.3,51.2,34.07,751.31,85.3,72.9,14,Yes,0,,0,0.0,Agriculture,5900.0,9.1,No,1
SHG22146,West Bengal,Women SHG,9,25,44.7,95.5,87.2,1518.94,97.9,78.7,14,Yes,2,86.5,1,5128.96,Home Improvement,20400.0,7.1,Yes,1
SHG22147,Tamil Nadu,Women SHG,18,40,24.1,60.2,20.61,935.81,76.0,85.2,29,Yes,2,88.2,1,14248.33,Home Improvement,74700.0,5.9,Yes,1
SHG22148,Tamil Nadu,Women SHG,17,20,31.1,72.4,145.59,2723.62,61.1,86.1,13,No,0,,0,0.0,Home Improvement,21900.0,8.0,Yes,0
SHG22149,Karnataka,Women SHG,10,41,20.0,81.1,225.75,6027.58,90.0,64.9,33,Yes,0,,0,0.0,Education,9700.0,5.4,No,1
SHG22150,Kerala,Mixed SHG,17,11,41.3,100.0,156.21,1699.77,76.2,91.6,7,Yes,0,,0,0.0,Home Improvement,45500.0,5.9,Yes,1
SHG22151,Andhra Pradesh,Women SHG,14,20,46.1,75.6,118.05,2151.58,79.4,90.4,16,Yes,1,73.3,0,9368.08,Small Business,19700.0,6.3,No,1
SHG22152,Telangana,Women SHG,11,21,38.2,36.6,97.95,1302.94,72.1,77.0,14,Yes,1,76.4,0,39503.3,Small Business,62900.0,9.1,Yes,1
SHG22153,Bihar,Mixed SHG,16,39,47.5,77.2,76.45,2588.81,90.0,85.6,23,Yes,1,66.0,0,12743.62,Small Business,32800.0,8.4,Yes,1
SHG22154,Maharashtra,Women SHG,13,16,35.7,64.1,167.69,2299.4,93.8,76.1,13,Yes,0,,0,0.0,Agriculture,13200.0,5.7,Yes,1
SHG22155,Andhra Pradesh,Mixed SHG,15,31,31.4,47.3,142.53,4707.1,25.0,92.4,28,Yes,1,87.4,1,26368.25,Small Business,17500.0,8.6,Yes,1
SHG22156,Tamil Nadu,Women SHG,20,17,41.0,42.3,225.5,3998.74,58.9,69.8,10,Yes,0,,0,0.0,Agriculture,18700.0,7.6,No,1
SHG22157,Karnataka,Women SHG,11,26,32.6,69.2,119.53,2212.42,90.7,48.9,23,Yes,3,75.0,0,4835.63,Small Business,45600.0,7.8,Yes,1
SHG22158,Tamil Nadu,Women SHG,8,16,30.9,67.2,63.71,536.75,81.9,50.6,10,Yes,0,,0,0.0,Home Improvement,14900.0,6.7,No,1
SHG22159,Telangana,Women SHG,10,28,52.4,59.6,39.74,694.56,55.6,63.3,17,Yes,1,72.1,0,289.56,Agriculture,20600.0,7.8,Yes,1
SHG22160,Maharashtra,Women SHG,8,20,42.1,41.0,173.29,1867.43,76.8,88.2,12,No,3,41.7,0,15446.3,Emergency/Consumption,33600.0,8.2,Yes,1
SHG22161,Telangana,Women SHG,8,8,32.1,74.5,86.78,377.79,88.8,78.0,7,Yes,0,,0,0.0,Agriculture,36700.0,7.9,Yes,1
SHG22162,Bihar,Mixed SHG,10,45,49.5,61.8,104.73,2540.37,69.6,72.8,23,Yes,3,91.6,0,2500.19,Livestock,21500.0,8.7,Yes,0
SHG22163,Bihar,Women SHG,18,25,35.3,66.8,224.24,7986.42,14.5,94.3,24,Yes,1,51.0,1,6615.17,Livestock,19200.0,5.8,Yes,1
SHG22164,Bihar,Mixed SHG,15,17,32.0,52.5,38.79,645.36,77.1,71.5,12,No,0,,0,0.0,Small Business,22700.0,6.7,Yes,1
SHG22165,Odisha,Women SHG,11,43,39.0,43.7,295.34,8483.38,63.7,81.1,40,Yes,0,,0,0.0,Small Business,10300.0,4.5,Yes,1
SHG22166,West Bengal,Women SHG,13,30,28.2,77.7,201.22,3974.11,84.3,66.8,21,Yes,1,60.6,0,11419.55,Agriculture,33900.0,5.5,No,1
SHG22167,Kerala,Women SHG,9,3,33.8,73.7,221.95,457.96,50.1,85.9,3,Yes,0,,0,0.0,Agriculture,28600.0,5.4,Yes,1
SHG22168,Karnataka,Women SHG,11,12,46.3,66.6,83.83,852.52,93.1,77.8,8,Yes,4,56.8,1,4656.96,Livestock,54000.0,5.7,Yes,1
SHG22169,Bihar,Women SHG,18,32,38.5,64.1,93.96,4315.26,90.7,78.1,25,Yes,2,91.0,0,24372.54,Agriculture,68600.0,6.8,No,1
SHG22170,Uttar Pradesh,Women SHG,16,3,31.4,65.9,137.68,501.35,66.2,79.0,3,No,0,,0,0.0,Livestock,29600.0,7.1,No,0
SHG22171,Maharashtra,Mixed SHG,15,11,41.7,66.4,84.24,1043.65,51.9,88.0,8,Yes,0,,0,0.0,Agriculture,12600.0,7.1,Yes,1
SHG22172,Tamil Nadu,Women SHG,13,23,47.3,69.1,97.23,2215.72,57.8,69.8,14,Yes,2,60.3,0,30262.7,Small Business,53000.0,5.9,Yes,1
SHG22173,Andhra Pradesh,Women SHG,14,7,52.9,81.0,68.64,554.47,85.0,86.2,5,Yes,0,,0,0.0,Small Business,18300.0,7.9,No,1
SHG22174,Odisha,Women SHG,14,17,28.7,91.9,161.76,1953.27,66.7,40.5,16,No,1,80.7,1,5042.22,Emergency/Consumption,32000.0,9.3,Yes,1
SHG22175,Telangana,Women SHG,9,37,32.6,58.3,120.37,2074.57,98.7,67.2,22,Yes,0,,0,0.0,Education,39900.0,6.5,Yes,1
SHG22176,Telangana,Women SHG,15,21,42.0,86.5,121.44,2970.76,79.1,77.0,14,Yes,1,69.6,0,33932.35,Agriculture,11300.0,6.4,Yes,1
SHG22177,Uttar Pradesh,Women SHG,14,51,41.5,77.0,110.83,6100.56,74.9,91.5,37,Yes,2,90.7,0,14141.24,Agriculture,8100.0,6.3,Yes,1
SHG22178,West Bengal,Women SHG,15,124,39.8,79.9,197.38,19914.55,76.1,76.3,71,Yes,0,,0,0.0,Agriculture,60100.0,8.2,No,1
SHG22179,Bihar,Women SHG,9,17,36.6,42.0,161.0,1394.89,97.0,73.9,10,Yes,3,89.7,0,12280.13,Emergency/Consumption,20300.0,4.7,Yes,1
SHG22180,Odisha,Women SHG,10,48,41.0,62.9,81.68,2468.15,82.5,61.8,38,Yes,2,54.6,0,4076.46,Emergency/Consumption,65700.0,8.8,Yes,1
SHG22181,Odisha,Women SHG,14,18,52.3,58.6,41.74,792.5,85.7,60.1,16,Yes,2,58.1,0,5977.75,Emergency/Consumption,11300.0,5.9,No,1
SHG22182,Telangana,Women SHG,18,30,29.6,54.1,48.17,1811.95,59.6,76.4,18,Yes,1,86.5,0,7716.61,Livestock,19700.0,6.1,Yes,1
SHG22183,Karnataka,Women SHG,12,80,46.4,58.3,224.0,15497.75,57.2,42.7,69,Yes,2,81.9,0,19783.38,Livestock,28600.0,9.1,Yes,1
SHG22184,Karnataka,Women SHG,10,22,37.8,68.7,369.72,5717.7,76.0,61.5,20,Yes,3,87.3,1,13916.05,Emergency/Consumption,40500.0,4.7,Yes,1
SHG22185,Tamil Nadu,Mixed SHG,18,37,28.7,100.0,140.23,5124.04,88.1,53.4,29,No,2,71.6,1,10189.05,Livestock,6800.0,7.2,Yes,1
SHG22186,Karnataka,Women SHG,13,11,29.2,68.4,83.59,888.41,81.9,93.9,8,Yes,0,,0,0.0,Agriculture,33400.0,8.5,Yes,1
SHG22187,Karnataka,Women SHG,11,19,44.2,57.0,127.18,1488.2,83.2,60.6,15,Yes,1,81.6,0,37643.64,Livestock,27300.0,7.5,Yes,1
SHG22188,Maharashtra,Women SHG,18,28,39.3,75.5,34.85,914.2,45.9,75.6,21,No,2,86.5,0,1393.09,Education,75000.0,5.6,No,0
SHG22189,Karnataka,Women SHG,16,10,34.3,51.2,20.0,180.23,75.2,97.9,8,Yes,2,57.8,1,1033.4,Small Business,16200.0,7.2,No,1
SHG22190,Uttar Pradesh,Women SHG,10,28,42.2,59.3,90.23,1896.49,66.9,55.2,15,Yes,1,68.8,1,9114.52,Education,68800.0,6.9,Yes,1
SHG22191,Odisha,Women SHG,12,39,44.5,25.1,20.0,692.12,80.1,68.4,27,Yes,3,63.0,1,22074.4,Agriculture,11100.0,6.4,No,0
SHG22192,Kerala,Women SHG,15,19,33.6,82.6,20.0,378.22,62.6,71.1,10,Yes,1,63.4,2,24034.68,Home Improvement,55900.0,5.3,No,0
SHG22193,Odisha,Women SHG,16,42,37.7,65.6,49.13,2697.76,63.4,95.0,36,Yes,2,74.8,0,1412.38,Agriculture,46700.0,7.3,No,1
SHG22194,Maharashtra,Women SHG,15,12,45.0,33.7,77.7,887.83,73.7,97.0,7,Yes,1,84.0,0,5124.49,Agriculture,41000.0,5.8,Yes,1
SHG22195,Bihar,Mixed SHG,10,7,33.2,93.5,132.9,586.3,82.8,64.7,4,Yes,1,85.3,0,18222.09,Agriculture,49900.0,6.7,No,1
SHG22196,Maharashtra,Women SHG,16,40,24.3,78.4,140.12,4853.35,71.5,88.5,28,No,0,,0,0.0,Livestock,48000.0,7.2,Yes,1
SHG22197,Karnataka,Women SHG,8,4,42.2,74.9,36.59,66.87,83.1,61.0,4,Yes,0,,0,0.0,Emergency/Consumption,10700.0,7.8,Yes,1
SHG22198,Kerala,Women SHG,18,20,40.9,54.7,220.89,5251.04,80.0,98.9,18,Yes,1,83.6,1,15619.66,Agriculture,22600.0,5.7,Yes,1
SHG22199,Odisha,Women SHG,8,13,38.8,53.0,134.27,989.87,90.4,60.6,12,Yes,1,91.6,0,10871.87,Education,32000.0,9.0,Yes,1
SHG22200,Kerala,Women SHG,10,51,39.3,68.6,20.0,721.69,93.8,87.7,42,Yes,0,,0,0.0,Small Business,38700.0,9.6,No,1
SHG22201,Andhra Pradesh,Farmer Producer Group,9,24,33.3,61.2,123.46,2109.72,70.2,91.1,16,Yes,2,92.2,0,44900.6,Livestock,5000.0,7.3,Yes,1
SHG22202,Telangana,Mixed SHG,12,54,40.5,78.9,230.07,8363.54,63.0,77.8,48,Yes,3,64.6,1,1110.11,Agriculture,24900.0,8.1,Yes,0
SHG22203,Uttar Pradesh,Women SHG,19,15,30.9,52.6,114.26,2545.23,43.4,94.9,10,Yes,1,75.2,0,11522.34,Agriculture,82300.0,7.8,Yes,0
SHG22204,Andhra Pradesh,Women SHG,11,3,34.8,53.0,91.45,191.13,63.4,73.5,2,Yes,0,,0,0.0,Education,5200.0,4.1,No,0
SHG22205,Tamil Nadu,Women SHG,12,24,30.2,61.5,97.61,1678.84,86.0,63.0,16,Yes,1,71.8,0,25321.29,Agriculture,15000.0,6.7,No,0
SHG22206,Maharashtra,Mixed SHG,15,50,43.9,49.4,222.04,9657.98,70.2,81.9,47,Yes,0,,0,0.0,Home Improvement,9400.0,6.8,Yes,1
SHG22207,Odisha,Women SHG,15,29,43.2,76.1,149.65,4100.0,83.6,93.3,21,Yes,2,51.1,0,68819.48,Emergency/Consumption,14800.0,6.9,Yes,1
SHG22208,Maharashtra,Women SHG,11,74,40.0,86.1,20.0,1238.55,58.3,89.7,57,Yes,1,93.1,1,10485.69,Emergency/Consumption,22400.0,5.9,Yes,0
SHG22209,Odisha,Mixed SHG,12,37,38.1,41.2,38.38,881.53,90.6,90.9,20,Yes,0,,0,0.0,Agriculture,9800.0,7.9,Yes,1
SHG22210,Andhra Pradesh,Mixed SHG,15,21,46.6,58.2,119.45,2697.57,69.5,56.7,12,Yes,3,74.1,2,16876.36,Small Business,33400.0,5.2,No,0
SHG22211,Maharashtra,Women SHG,12,6,39.8,71.2,20.0,116.52,53.4,60.8,4,Yes,4,45.8,0,12680.0,Livestock,19400.0,5.0,No,0
SHG22212,Maharashtra,Farmer Producer Group,13,51,37.1,38.1,52.62,1942.53,51.3,82.2,27,Yes,2,92.2,1,16275.45,Emergency/Consumption,38400.0,5.5,Yes,1
SHG22213,Bihar,Women SHG,15,9,43.6,70.0,113.12,924.09,84.4,68.1,6,Yes,0,,0,0.0,Small Business,32400.0,6.0,No,0
SHG22214,Bihar,Women SHG,10,20,46.5,68.4,67.9,736.78,61.7,80.0,10,Yes,5,90.8,0,11626.43,Agriculture,21000.0,6.8,Yes,0
SHG22215,Tamil Nadu,Women SHG,8,21,42.7,70.6,222.82,3066.94,76.3,90.6,19,Yes,2,62.1,2,6079.44,Small Business,23800.0,8.4,No,0
SHG22216,Karnataka,Women SHG,10,6,45.1,40.3,53.93,226.48,36.5,69.4,4,Yes,2,50.6,0,8120.89,Education,68100.0,6.0,Yes,0
SHG22217,Odisha,Mixed SHG,11,43,33.6,59.8,20.0,582.02,70.2,41.5,34,Yes,2,83.9,0,3750.66,Small Business,36000.0,2.7,Yes,1
SHG22218,Maharashtra,Women SHG,12,12,31.8,61.4,27.44,213.62,59.3,57.5,6,Yes,0,,0,0.0,Agriculture,5000.0,5.2,No,1
SHG22219,Tamil Nadu,Women SHG,16,48,47.1,79.0,194.09,8193.88,78.0,91.0,26,Yes,2,89.7,1,17788.69,Small Business,16000.0,9.8,Yes,1
SHG22220,Karnataka,Women SHG,15,11,25.9,82.1,88.29,813.76,79.5,90.6,7,Yes,2,76.2,0,9994.68,Emergency/Consumption,59100.0,6.4,No,1
SHG22221,Telangana,Farmer Producer Group,18,23,34.0,23.2,158.91,4593.09,98.1,64.9,14,Yes,1,66.8,0,27498.14,Small Business,41500.0,8.4,No,1
SHG22222,West Bengal,Women SHG,17,44,39.4,40.6,121.51,6435.85,69.7,38.7,35,Yes,1,87.3,0,22689.65,Small Business,27500.0,8.3,Yes,1
SHG22223,Andhra Pradesh,Women SHG,15,82,32.1,94.6,109.56,10622.0,73.0,94.3,62,Yes,1,72.0,2,47229.7,Livestock,15400.0,6.5,Yes,0
SHG22224,Tamil Nadu,Women SHG,11,27,42.4,54.6,20.0,323.85,51.0,67.7,18,Yes,3,93.1,1,3031.23,Education,33000.0,9.7,Yes,1
SHG22225,West Bengal,Women SHG,13,11,46.5,63.6,76.61,681.38,64.3,93.3,10,Yes,4,57.7,0,18933.84,Agriculture,62900.0,8.1,Yes,0
SHG22226,Uttar Pradesh,Women SHG,12,12,28.4,47.5,62.89,581.99,61.3,78.2,9,Yes,3,57.6,0,10069.91,Education,33100.0,9.2,Yes,1
SHG22227,Bihar,Women SHG,11,83,37.3,47.3,41.99,2970.03,68.0,61.1,68,Yes,1,86.3,0,34185.8,Livestock,21800.0,7.3,Yes,1
SHG22228,Bihar,Women SHG,13,20,21.0,57.6,146.95,2515.07,68.8,90.0,15,Yes,2,78.1,0,1461.94,Livestock,19900.0,8.2,No,1
SHG22229,Maharashtra,Women SHG,12,11,48.7,59.3,97.47,664.86,35.8,43.9,8,No,1,95.0,0,11157.68,Livestock,55100.0,7.1,No,0
SHG22230,Odisha,Mixed SHG,16,12,27.8,35.6,36.44,429.6,82.2,64.1,7,Yes,1,93.9,2,6884.91,Small Business,13200.0,7.4,Yes,1
SHG22231,Andhra Pradesh,Farmer Producer Group,8,3,32.3,83.2,238.94,458.14,80.6,83.7,3,Yes,0,,0,0.0,Education,37000.0,8.8,Yes,0
SHG22232,Tamil Nadu,Women SHG,17,11,39.5,60.7,33.87,462.74,70.1,78.1,9,Yes,0,,0,0.0,Home Improvement,29800.0,5.2,Yes,1
SHG22233,Bihar,Women SHG,16,15,40.0,35.8,67.15,998.24,84.1,88.9,10,Yes,3,82.4,2,4928.18,Education,7700.0,7.3,No,1
SHG22234,Kerala,Mixed SHG,13,22,34.6,55.8,81.67,1309.25,71.2,73.6,20,No,1,79.2,0,50486.34,Small Business,52100.0,5.9,No,0
SHG22235,Kerala,Women SHG,13,22,33.9,78.0,79.74,1585.62,95.4,75.8,12,Yes,2,52.6,0,17481.17,Agriculture,32700.0,6.8,Yes,1
SHG22236,Andhra Pradesh,Women SHG,11,24,48.1,41.2,20.0,410.33,30.2,92.5,20,Yes,0,,0,0.0,Small Business,19800.0,8.0,Yes,0
SHG22237,Maharashtra,Women SHG,16,42,30.3,73.9,109.14,5034.46,65.7,86.4,32,Yes,1,91.8,0,12967.58,Emergency/Consumption,18600.0,3.8,No,1
SHG22238,Karnataka,Mixed SHG,11,18,32.0,37.0,38.82,616.0,57.6,57.4,17,Yes,1,62.2,2,32849.2,Home Improvement,13600.0,7.3,Yes,0
SHG22239,Bihar,Women SHG,8,17,43.5,64.2,160.76,1577.58,97.4,75.8,14,Yes,1,62.9,0,10868.33,Education,28300.0,6.6,No,0
SHG22240,Odisha,Women SHG,14,27,33.8,74.1,24.65,687.38,88.4,76.3,23,Yes,1,89.4,0,22674.95,Livestock,40800.0,8.8,Yes,0
SHG22241,Kerala,Women SHG,14,9,36.6,66.4,41.81,366.83,39.1,63.2,6,Yes,1,76.5,1,23239.87,Emergency/Consumption,27900.0,8.7,No,0
SHG22242,Andhra Pradesh,Women SHG,13,13,49.2,39.3,34.16,367.23,86.6,55.1,12,Yes,2,87.3,1,12464.85,Home Improvement,83000.0,7.7,No,0
SHG22243,Karnataka,Women SHG,13,36,36.4,65.0,68.48,2034.32,43.4,94.0,21,Yes,0,,0,0.0,Emergency/Consumption,10600.0,7.6,Yes,1
SHG22244,West Bengal,Women SHG,13,13,41.4,66.1,247.4,2984.01,53.1,82.9,9,No,0,,0,0.0,Agriculture,48500.0,9.4,Yes,1
SHG22245,Odisha,Women SHG,13,57,51.8,94.2,148.6,8957.93,78.4,85.7,37,Yes,1,78.4,0,13400.49,Emergency/Consumption,27300.0,6.7,Yes,1
SHG22246,Maharashtra,Women SHG,10,11,42.4,63.2,189.03,1059.63,80.4,69.4,9,Yes,2,84.0,0,18514.1,Livestock,39800.0,6.1,No,1
SHG22247,Telangana,Women SHG,17,42,43.5,74.7,206.62,8995.85,90.0,65.2,32,Yes,0,,0,0.0,Emergency/Consumption,5000.0,7.1,Yes,1
SHG22248,Karnataka,Women SHG,16,21,38.7,73.7,168.27,3498.6,73.0,89.4,15,Yes,2,67.5,0,9210.88,Small Business,33800.0,6.1,Yes,1
SHG22249,Andhra Pradesh,Women SHG,15,26,42.1,70.8,186.42,4186.82,94.6,76.5,16,Yes,0,,0,0.0,Home Improvement,19500.0,8.2,Yes,1
SHG22250,Bihar,Women SHG,12,50,39.4,56.6,75.96,2919.9,80.3,90.4,46,Yes,1,27.9,0,11546.49,Livestock,16000.0,6.0,No,1
SHG22251,Bihar,Mixed SHG,11,77,39.0,46.0,196.35,12276.09,92.1,77.1,41,Yes,2,93.8,1,13221.47,Small Business,7800.0,5.3,Yes,1
SHG22252,Uttar Pradesh,Mixed SHG,16,42,38.4,45.3,38.28,1571.99,59.2,78.5,25,Yes,0,,0,0.0,Agriculture,9400.0,7.1,Yes,1
SHG22253,Odisha,Women SHG,18,15,36.2,54.6,105.74,2032.67,60.4,88.3,14,Yes,3,85.1,2,43285.09,Education,31100.0,4.8,No,0
SHG22254,Odisha,Women SHG,13,61,34.7,100.0,207.14,10615.86,96.5,87.6,50,Yes,0,,0,0.0,Emergency/Consumption,26000.0,9.4,No,1
